EntryYear,ShipName,Text
1846,THETIS,HMS Thetis was a 36-gun fifth rate launched in 1846 and transferred to Prussia in 1855 in exchange for two gunboats.
1799,THETIS,"van Maanen, Ron, Preliminary list of Dutch naval vessel built or required in the period 1700-1799. Unpublished manuscript.[1]"
1783,THISBE,HMS Thisbe was a 28-gun Enterprise-class sixth-rate frigate launched in 1783 and sold in 1815.
1824,THISBE,"HMS Thisbe was a 46-gun fifth rate launched in 1824, lent as a church ship in 1863, and sold in 1892."
1812,TIGRIS,"HMS Tigris (1813) was a 36-gun fifth rate. She was built as HMS Forth but was renamed in 1812, before being launched in 1813. She was sold for breaking up in 1818."
1822,TIGRIS,HMS Tigris was to have been a 46-gun fifth rate. She was laid down in 1822 but was cancelled in 1832.
1829,TIGRIS,HMS Tigris (1829) was a 10-gun survey brig launched in 1829 and sold in 1862.
1834,TIGRIS,"HMS Tigris (1834) was an iron paddle gunboat launched in sections in 1834. She was reassembled later that year at Basra, and was lost in 1835."
1757,TILBURY,HMS Tilbury (1745) was a 58-gun fourth-rate ship of the line. She was driven onto the rocks by a storm in 1757.
1763,TORRINGTON,HMS Torrington was a 44-gun fifth rate launched in 1743 and sold in 1763.
1763,TRIDENT,"HMS Trydent was a 64-gun third rate ship of the line, previously the French ship Trident, captured in 1747 at the Second battle of Cape Finisterre and sold in 1763."
1768,TRIDENT,"HMS Trident was a 64-gun third rate ship of the line, launched in 1768 at Portsmouth and sold in 1816."
1845,TRIDENT,"HMS Trident was a sloop built by Ditchburn & Mare in 1845 at Leamouth, and scrapped in 1866."
1758,TRITON,HMS Tryton was a 24-gun sixth-rate frigate launched in 1745 and burned on 28 April 1758 to avoid capture by the French.
1771,TRITON,HMS Triton was a 28-gun sixth-rate frigate launched in 1771. She served with Rear Admiral Sir Samuel Hood's fleet off Nevis on 25 January 1782. She was broken up in 1796.
1796,TRITON,HMS Triton was a 32-gun fifth-rate frigate launched in 1796. She served in the French Revolutionary and Napoleonic Wars and was broken up in 1820.
1846,TRITON,HMS Triton was an iron paddle sloop launched in 1846 and sold in 1872.
1782,TRUSTY,"HMS Trusty was a 50-gun fourth rate launched in 1782, used as a troopship from 1799 and a prison ship from 1809, and broken up in 1815. Because Trusty served in the navy's Egyptian campaign (8 March to 2 September 1801), her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty issued in 1847 to all surviving claimants."
1759,TWEED,HMS Tweed (1759)
1807,TWEED,"HMS Tweed (1807), a ship-sloop wrecked in 1813."
1823,TWEED,HMS Tweed (1823) was a 28-gun Sixth Rate frigate built in 1823 at Portsmouth and sold in 1852.
1769,VANGUARD,"HMS Vanguard (1678) was a 90-gun three-decker second-rate launched in 1678, sunk in 1703 but raised in 1704, rebuilt twice and renamed HMS Duke in 1728. She was broken up in 1769."
1774,VANGUARD,HMS Vanguard (1748) was a 70-gun third-rate launched in 1748 and sold in 1774.
1780,VANGUARD,"HMS Vanguard (1780) was a 4-gun gunvessel captured in 1780, purchased in 1781 and sold in 1783."
1787,VANGUARD,"HMS Vanguard (1787) was a 74-gun third-rate launched in 1787. She became a prison ship in 1812, a powder hulk in 1814 and was broken up in 1821."
1835,VANGUARD,"HMS Vanguard (1835) was a 78-gun third-rate launched in 1835, renamed HMS Ajax in 1867, and broken up in 1875."
1821,VANSITTART,HMS Vansittart was an Admiralty modified W class destroyer built for the Royal Navy. She was ordered in January 1918 from William Beardmore & Company with the 13th Order for Destroyers of the Emergency War Program of 1918-19. She was the second Royal Navy ship to carry the name which was first used in 1821 for a hired packet.
1758,VENUS,HMS Venus (1758) was a 36-gun fifth rate launched in 1758. She was reduced to 32 guns in 1792 and renamed HMS Heroine in 1809. She was sold in 1828.
1807,VENUS,HMS Venus (1807) was a 36-gun fifth rate captured from the Danes in 1807. She was sold in 1815.
1820,VENUS,HMS Venus (1820) was a 46-gun fifth rate launched in 1820. She was lent to the Marine Society between 1848 and 1862 as a training ship and was sold in 1864.
1755,VIGILANT,"HMS Vigilant (1755) was a schooner, which served on the Canadian lakes. She was captured by the French in 1756."
1774,VIGILANT,"HMS Vigilant (1774) was a 64 gun third rate ship of the line, built in 1774. She was converted to a prison ship in 1799, and sank in 1806. She was subsequently raised several months later, and broken up in 1814."
1777,VIGILANT,"HMS Vigilant (1777) was an armed ship purchased in 1777, formerly the Empress of Russia. She was burnt as unfit in 1780."
1803,VIGILANT,"HMS Vigilant (1803) was a schooner, purchased in 1803, and sold in 1808."
1761,VULTURE,"HMS Vulture (1744), a 10/14-gun sloop of 1744, sold in 1761."
1763,VULTURE,"HMS Vulture (1763), a 14-gun ship-sloop of 1763, taken to pieces in 1771."
1776,VULTURE,"HMS Vulture (1776), a 14/16-gun ship-sloop of the Swan class, which served in the American Revolution; transported Benedict Arnold as he escaped following the failed attempt to surrender West Point to British forces; sold in 1802."
1801,VULTURE,"HMS Vulture (1803), a 16-gun sloop launched in 1801, bought 1803, and disposed of 1814."
1843,VULTURE,"HMS Vulture (1843), a steam paddle frigate launched in 1843 which served in the Crimean War, sold 1866."
1753,WARREN,"A 1753 report depicts ball lightning as being lethal when Professor Georg Richmann of Saint Petersburg, Russia, created a kite-flying apparatus similar to Benjamin Franklin's proposal a year earlier. Richmann was attending a meeting of the Academy of Sciences when he heard thunder and ran home with his engraver to capture the event for posterity. While the experiment was under way, ball lightning appeared and travelled down the string, struck Richmann's forehead and killed him. The ball had left a red spot on Richmann's forehead, his shoes were blown open, and his clothing was singed. His engraver was knocked unconscious. The door frame of the room was split and the door was torn from its hinges."
1809,WARREN,"An English journal reported that during an 1809 storm, three ""balls of fire"" appeared and ""attacked"" the British ship HMS Warren Hastings. The crew watched one ball descend, killing a man on deck and setting the main mast on fire. A crewman went out to retrieve the fallen body and was struck by a second ball, which knocked him back and left him with mild burns. A third man was killed by contact with the third ball. Crew members reported a persistent, sickening sulfur smell afterward."
1845,WARREN,"Globular lighting seems to be particularly attracted to metals; thus it will seek the railings of balconies, or else water or gas pipes etc, It has no peculiar tint of its own but will appear of any colour as the case may be ... at Coethen in the Duchy of Anhalt it appeared green. M. Colon, Vice-President of the Geological Society of Paris, saw a ball of lightning descend slowly from the sky along the bark of a poplar tree; as soon as it touched the earth it bounced up again, and disappeared without exploding. On 10th of September 1845 a ball of lightning entered the kitchen of a house in the village of Salagnac in the valley of Correze. This ball rolled across without doing any harm to two women and a young man who were here; but on getting into an adjoining stable it exploded and killed a pig which happened to be shut up there, and which, knowing nothing about the wonders of thunder and lightning, dared to smell it in the most rude and unbecoming manner."
1753,WARREN HASTINGS,"A 1753 report depicts ball lightning as being lethal when Professor Georg Richmann of Saint Petersburg, Russia, created a kite-flying apparatus similar to Benjamin Franklin's proposal a year earlier. Richmann was attending a meeting of the Academy of Sciences when he heard thunder and ran home with his engraver to capture the event for posterity. While the experiment was under way, ball lightning appeared and travelled down the string, struck Richmann's forehead and killed him. The ball had left a red spot on Richmann's forehead, his shoes were blown open, and his clothing was singed. His engraver was knocked unconscious. The door frame of the room was split and the door was torn from its hinges."
1809,WARREN HASTINGS,"An English journal reported that during an 1809 storm, three ""balls of fire"" appeared and ""attacked"" the British ship HMS Warren Hastings. The crew watched one ball descend, killing a man on deck and setting the main mast on fire. A crewman went out to retrieve the fallen body and was struck by a second ball, which knocked him back and left him with mild burns. A third man was killed by contact with the third ball. Crew members reported a persistent, sickening sulfur smell afterward."
1845,WARREN HASTINGS,"Globular lighting seems to be particularly attracted to metals; thus it will seek the railings of balconies, or else water or gas pipes etc, It has no peculiar tint of its own but will appear of any colour as the case may be ... at Coethen in the Duchy of Anhalt it appeared green. M. Colon, Vice-President of the Geological Society of Paris, saw a ball of lightning descend slowly from the sky along the bark of a poplar tree; as soon as it touched the earth it bounced up again, and disappeared without exploding. On 10th of September 1845 a ball of lightning entered the kitchen of a house in the village of Salagnac in the valley of Correze. This ball rolled across without doing any harm to two women and a young man who were here; but on getting into an adjoining stable it exploded and killed a pig which happened to be shut up there, and which, knowing nothing about the wonders of thunder and lightning, dared to smell it in the most rude and unbecoming manner."
1779,WEAZLE,HMS Weazel was a 16-gun sloop purchased on the stocks and launched in 1745. The French frigate Boudeuse captured her in 1779 in the West Indies. The French took her to the French Antilles where they removed her guns for Admiral d'Estaing's squadron. They then sold her at Guadeloupe in 1781.
1783,WEAZLE,HMS Weazle was a 14-gun brig-sloop launched in 1783 and wrecked while attempting to leave Barnstaple Bay on 12 February 1799. She vainly fired signals of distress before she broke up; her purser was the only survivor of her crew of 106 men and boys.
1799,WEAZLE,HMS Weazel was a 16-gun brig-sloop launched in 1799 and purchased that year. She was wrecked on 1 March 1804 off Cabritta Point near Gibraltar with the loss of one man of her crew of 70.
1805,WEAZLE,HMS Weazel was an 18-gun Cruizer class brig-sloop launched in 1805 and sold in 1815.
1808,WEAZLE,HMS Weazel was a 10-gun schooner purchased in 1808 and on the navy lists until 1811.
1822,WEAZLE,HMS Weazel was a 10-gun Cherokee class brig-sloop launched in 1822 and sold in 1844.
1787,WILHELMINA,"HMS Wilhelmina was a 32-gun fifth rate frigate of the Royal Navy. She was previously a Dutch ship and had been built in 1787 for the Dutch Republic as the Wilhelmina. She was renamed Furie in 1795, after the establishment of the Batavian Republic as a client state of the First French Empire. Like other Dutch ships at that time, she was pressed into service as part of French plans to support the Irish Rebellion of 1798 in the hope of destabilising Britain. The British captured her and the Dutch corvette Waakzaamheid in 1798 while the two were supporting French and Irish forces involved in the Irish Rebellion. The Royal Navy took both into service, with the Furie regaining her original name. Sailing as HMS Wilhelmina, she spent the bulk of her later career in the East Indies, serving mostly as a troopship. Here she fought an unequal battle against a large French privateer, and succeeded in driving her off and protecting a merchant she was escorting. Wilhelmina was almost the ship that faced a superior French squadron at the Battle of Vizagapatam, but she was replaced beforehand by the larger HMS Centurion. She spent the rest of her days as a guardship in Penang, and was sold there in 1813."
1787,WILHELMINA,"Wilhelmina was built at Flushing in 1787, and armed with 32 guns. She sailed under that name for eight years for the Dutch Republic until the invasion of the Netherlands by the French in 1795 and the establishment of the Batavian Republic led to her being renamed Furie."
1798,WILHELMINA,"In 1798 she was part of the Dutch contribution hastily assembled to support the uprising of the United Irishmen in 1798. Furie, under the command of Captain Bartholomeus Pletz, and the 24-gun corvette Waakzaamheid under Captain Meindert van Neirop, were dispatched to carry men and supplies to Ireland. Furie embarked 165 troops and Waakzaamheid 122. In addition, the ships carried over 6,000 stands of arms and large quantities of other military stores with which to arm the Irish irregular forces that they expected to meet. The two ships sailed from the Netherlands on the night of 23/24 October, and by 08:00 were 30 nautical miles (56 km) northwest of the Texel, sailing westwards towards the English Channel. There they were spotted by the British frigate HMS Sirius, under the command of Captain Richard King. Sirius had been stationed off the Texel to watch for Dutch movements and intercept any ships of smaller or equal size entering or leaving the waterway. Although van Neirop's squadron outnumbered King's ship, the British vessel was much larger and faster, and the Dutch were also hampered by their position: the two ships were more than 2 nautical miles (3.7 km) apart, too far to offer mutual support against their opponent."
1787,WILHELMINA,"HMS Wilhelmina was a 32-gun fifth rate frigate of the Royal Navy. She was previously a Dutch ship and had been built in 1787 for the Dutch Republic as the Wilhelmina. She was renamed Furie in 1795, after the establishment of the Batavian Republic as a client state of the First French Empire. Like other Dutch ships at that time, she was pressed into service as part of French plans to support the Irish Rebellion of 1798 in the hope of destabilising Britain. The British captured her and the Dutch corvette Waakzaamheid in 1798 while the two were supporting French and Irish forces involved in the Irish Rebellion. The Royal Navy took both into service, with the Furie regaining her original name. Sailing as HMS Wilhelmina, she spent the bulk of her later career in the East Indies, serving mostly as a troopship. Here she fought an unequal battle against a large French privateer, and succeeded in driving her off and protecting a merchant she was escorting. Wilhelmina was almost the ship that faced a superior French squadron at the Battle of Vizagapatam, but she was replaced beforehand by the larger HMS Centurion. She spent the rest of her days as a guardship in Penang, and was sold there in 1813."
