shipName,company,rank,voyageID,captainName,nationality,rank2,toPlace,captainName2,shipType,fromPlace,voyageStart,WIkiText,CareerStart,CareerEnd,Guns
La Lourde,,Cdt.,1282,Dulou,French,,Brest,,,Basse Terre,1785-12-28,,,,
La Lourde,,Cdt.,1283,Dulou,French,,Martinique,,,Brest,1785-11-11,,,,
La MÌ©nagÌ©re,,Cdt.,1284,M. De Lacroix,French,,Rochefort,,,Caribe,1777-03-01,,,,
La Lourde,,Cdt.,1285,Dulou,French,,,,,,NA--,,,,
La MÌ©nagÌ©re,,Cdt.,1286,M. De Lacroix,French,,,,,,NA--,,,,
La MÌ©nagÌ©re,,Cdt.,1287,M. De Lacroix,French,,Martinique,,,Rochefort,1776-10-30,,,,
La Nourrice,,Cdt.,1288,M. Beudan de Bois Laurent,French,,,,,,NA--,,,,
La Nourrice,,Cdt.,1289,M. Beudan de Bois Laurent,French,,Rochefort,,,Cap,1767-03-31,,,,
La Nourrice,,Cdt.,1290,M. Beudan de Bois Laurent,French,,Cayenne,,,St Croix,1766-11-21,,,,
La Nourrice,,Cdt.,1291,M. Beudan de Bois Laurent,French,,St Croix,,,Rochefort,1766-11-06,,,,
La Pintade,,Cdt.,1292,PÌ©vÌ«t de la Croix ,French,,Brest,,,Baltimore,1783-10-09,,,,
La Pintade,,Cdt.,1293,PÌ©vÌ«t de la Croix ,French,,Portsmouth,,,Lorient ,1783-04-23,,,,
La Pintade,,Cdt.,1294,PÌ©vÌ«t de la Croix ,French,,Philadelphia,,,Portsmouth,1783-06-18,,,,
La Pintade,,Cdt.,1295,PÌ©vÌ«t de la Croix ,French,,Baltimore,,,Philadelphia,1783-09-05,,,,
La Poulette,,Cdt.,1296,M. Du Beauregard,French,,Martinique,,Corvette,Brest,1788-02-06,,,,
La Poulette,,Cdt.,1297,M. Du Beauregard,French,,,,Corvette,,NA--,,,,
La Terpsicore,,Cdt.,1298,De Cry,French,,Fort Royal,,,Isle d'Aix,1772-12-21,,,,
La Terpsicore,,Cdt.,1299,De Cry,French,,,,,,NA--,,,,
L'Actif,,Cdt.,1300,De Caumont,French,,QuÌ©bec,,,Brest,1755-05-03,,,,
L'Actif,,Cdt.,1301,De Caumont,French,,Brest,,,QuÌ©bec,1755-08-25,,,,
L'Actif,,Cdt.,1302,De Caumont,French,,,,,,NA--,,,,
L'actionnaire,,Cdt.,1303,C. De Bruyerea,French,,,,,,NA--,,,,
La Terpsicore,,Cdt.,1304,De Cry,French,,Isle d'Aix,,,Fort Royal,1773-06-03,,,,
L'actionnaire,,Cdt.,1305,C. De Bruyerea,French,,Cap,,,Brest,1772-12-25,,,,
L'actionnaire,,Cdt.,1306,C. De Bruyerea,French,,Brest,,,Cap,1773-04-28,,,,
Le Amphitrite,,Cdt,1307,de RÌ©als,French,,St Domingue,,,Brest,1774-03-11,,,,
Le Amphitrite,,Cdt,1308,de RÌ©als,French,,Brest,,,St Domingue,1774-07-20,,,,
Le Danube,,Cdt.,1309,De Retz,French,,,,,,NA--,,,,
Le Danube,,Cdt.,1310,De Retz,French,,Martinique,,,Rochefort,1766-07-21,,,,
Le Danube,,Cdt.,1311,De Retz,French,,Rochefort,,,Guadeloupe,1766-11-02,,,,
Le DesirÌ©,,Cdt.,1312,A GuÌ©rin,French,,Guadeloupe,,,Havre,1777-03-31,,,,
Le Etoile,,Cdt.,1313,M. Du Rouzet,French,,Martinique,,,Brest,1786-05-25,,,,
Le Etoile,,Cdt.,1314,M. Du Rouzet,French,,Brest,,,Saint Pierre,1786-07-30,,,,
Le Etoile,,Cdt.,1315,M. Du Rouzet,French,,,,,,NA--,,,,
Le Paquebot,,Lt,1316,Le Fournier,French,,New York,,,Le Havre,1787-05-04,,,,
Le Paquebot,,Lt,1317,Le Fournier,French,,Cherbourg,,,New York,1787-07-26,,,,
Le RhÌ_ne,,cdt.,1318,M de Beauregard,French,,,,Gabarre,,NA--,,,,
Le RhÌ_ne,,cdt.,1319,M de Beauregard,French,,Martinique,,Gabarre,Rochefort,1786-08-22,,,,
Le RhÌ_ne,,cdt.,1320,M de Beauregard,French,,Rochefort,,Gabarre,Fort Royal,1786-12-21,,,,
Le Rossignol,,Cdt.,1321,M. Begon,French,,Martinique,,,Brest,1774-10-14,,,,
Le Rossignol,,Cdt.,1322,M. Begon,French,,Rochefort,,,Martinique,1775-06-12,,,,
Le Saumon,,Cdt.,1323,La Rochelerie,French,,Brest,,Gabarre,Guadeloupe,1786-07-13,,,,
Le Saumon,,Cdt.,1324,La Rochelerie,French,,Martinique,,Gabarre,Brest,1786-05-17,,,,
Le Saumon,,Cdt.,1325,La Rochelerie,French,,,,Gabarre,,NA--,,,,
Le Serin,,Cdt.,1326,,French,,St Domingue,,,Brest,1773-11-19,,,,
Le Serin,,Cdt.,1327,,French,,Brest,,,St Domingue,1774-09-16,,,,
Le Vaillans,,,1328,,French,,,,,,NA--,,,,
Le Vaillans,,,1329,,French,,St Domingue,,,Brest,1772-12-10,,,,
Le Vaillans,,,1330,,French,,Brest,,,St Domingue,1773-03-24,,,,
Le Zephir,,Cdt.,1331,M. D'urtuby,French,,,,,,NA--,,,,
Le Zephir,,Cdt.,1332,M. D'urtuby,French,,L'isle Dieu,,,Guadeloupe,1755-08-02,,,,
L'isis,,Cdt.,1333,De Razily,French,,Rochefort,,,Basse Terre,1768-06-25,,,,
Le Zephir,,Cdt.,1334,M. D'urtuby,French,,Martinique,,,Isle då«Aix,1754-11-23,,,,
L'isis,,Cdt.,1335,De Razily,French,,Martinique,,,Rochefort,1767-11-22,,,,
L'isis,,Cdt.,1336,De Razily,French,,,,,,NA--,,,,
No. 3,,Cdt.,1337,Rolland,French,,New York,,Paquebot,Le Havre,1788-02-27,,,,
No. 3,,Cdt.,1340,Rolland,French,,Brest,,Paquebot,New York,1788-05-31,,,,
No. 3,,Cdt.,1341,Rolland,French,,,,Paquebot,,NA--,,,,
L' Esperance,ADM,Kapitein,1917,A. d‰ÛªHesmivy d‰ÛªAuribeau,French,,Surabaya,,,Europa,1791-09-29,,,,
La Boussole,,Kapitein,2448,J.F.G. de la Perouse,French,,Madere,,,Europa,1785-08-01,,,,
La Boussole,,Kapitein,2449,J.F.G. de la Perouse,French,,Talcaguana,,,St Catherine,1785-11-20,,,,
La Boussole,,Kapitein,2450,J.F.G. de la Perouse,French,,Monterey,,,Port des Francais,1786-08-01,,,,
La Boussole,,Kapitein,2451,J.F.G. de la Perouse,French,,,,,Monterey,NA--,,,,
La Boussole,,Kapitein,2452,J.F.G. de la Perouse,French,,,,,CavitÌ©,NA--,,,,
La Boussole,,Kapitein,2453,J.F.G. de la Perouse,French,,Ile MowÌ©e,,,Ile de Paque,1786-04-11,,,,
La Boussole,,Kapitein,2454,J.F.G. de la Perouse,French,,,,,Ile MowÌ©e,NA--,,,,
La Boussole,,Kapitein,2455,J.F.G. de la Perouse,French,,Port des Francais,,,Ile MowÌ©e,1786-05-31,,,,
La Boussole,,Kapitein,2456,J.F.G. de la Perouse,French,,,,,Port des Francais,NA--,,,,
La Boussole,,Kapitein,2457,J.F.G. de la Perouse,French,,,,,Macao,NA--,,,,
La Boussole,,Kapitein,2458,J.F.G. de la Perouse,French,,Ternal,,,CavitÌ©,1787-04-11,,,,
La Boussole,,Kapitein,2459,J.F.G. de la Perouse,French,,Avatscha,,,Castries,1787-08-03,,,,
La Boussole,,Kapitein,2460,J.F.G. de la Perouse,French,,,,,Talcaguana,NA--,,,,
La Boussole,,Kapitein,2461,J.F.G. de la Perouse,French,,Ile de Paque,,,Talcaguana,1786-03-19,,,,
La Boussole,,Kapitein,2462,J.F.G. de la Perouse,French,,,,,Ile de Paque,NA--,,,,
La Boussole,,Kapitein,2463,J.F.G. de la Perouse,French,,Suftren,,,Ternal,1787-06-27,,,,
La Boussole,,Kapitein,2464,J.F.G. de la Perouse,French,,Mirabelle,,,Macao,1787-02-05,,,,
La Boussole,,Kapitein,2465,J.F.G. de la Perouse,French,,Nouvelle Hollande,,,Avatscha,1787-10-01,,,,
La Boussole,,Kapitein,2467,J.F.G. de la Perouse,French,,,,,Mirabelle,NA--,,,,
La Boussole,,Kapitein,2468,J.F.G. de la Perouse,French,,St Catherine,,,Teneriffe,1785-08-30,,,,
La Boussole,,Kapitein,2469,J.F.G. de la Perouse,French,,La cÌ«te de Chine,,,Monterey,1786-09-25,,,,
La Boussole,,Kapitein,2470,J.F.G. de la Perouse,French,,Langle,,,Suftren,1787-07-03,,,,
La Boussole,,Kapitein,2472,J.F.G. de la Perouse,French,,,,,St Catherine,NA--,,,,
La Boussole,,Kapitein,2474,J.F.G. de la Perouse,French,,,,,Madere,NA--,,,,
La Boussole,,Kapitein,2475,J.F.G. de la Perouse,French,,Teneriffe,,,Madere,1785-08-17,,,,
La Boussole,,Kapitein,2476,J.F.G. de la Perouse,French,,,,,Teneriffe,NA--,,,,
La Boussole,,Kapitein,2477,J.F.G. de la Perouse,French,,,,,Ternal,NA--,,,,
La Boussole,,Kapitein,2478,J.F.G. de la Perouse,French,,,,,Langle,NA--,,,,
La Boussole,,Kapitein,2479,J.F.G. de la Perouse,French,,Castries,,,Langle,1787-07-14,,,,
La Boussole,,Kapitein,2480,J.F.G. de la Perouse,French,,,,,Castries,NA--,,,,
La Flore,,Luitenant,2620,Verduin de la Crenne,French,,,,,,NA--,,,,
La Flore,,Luitenant,2628,Verduin de la Crenne,French,,,,,Brest,1771-10-29,,,,
Nymphe,MAR,officier/gezagvoerder/pas,4279,J.P.D. Scheidius,French,,Nederlands IndiÌÇ,,Fregat,Frankrijk,1810-12-29,,,,
La Gironde,,Cdt.,5029,Bernard Causse,French,,Baie de Chibouctou-Rochefort,,, Rochefort,1746-10-24,,,,
Le ProthÌ©e,,Cdt.,5030,De BlÌ©nac,French,,Louisbourg,,,Brest,1750-05-18,,,,
La Gironde,,Cdt.,5032,Bernard Causse,French,,Baie de Chibouctou-Rochefort,,, Rochefort,1746-06-20,,,,
Le ProthÌ©e,,Cdt.,5033,De BlÌ©nac,French,,Cadix,,,Louisbourg,1750-08-01,,,,
Le ProthÌ©e,,Cdt.,5034,De BlÌ©nac,French,,Brest,,,Cadix,1750-10-31,,,,
Le Triton,,Cdt,5035,M de la CluÌ©,French,,La Carboniere,,,Toulon,1751-04-15,,,,
Le Triton,,Cdt,5036,M de la CluÌ©,French,,Malaga,,,La Carboniere,1751-05-06,,,,
Le Triton,,Cdt,5037,M de la CluÌ©,French,,Louisbourg,,,Malaga,1751-05-23,,,,
Le Triton,,Cdt,5038,M de la CluÌ©,French,,Louisbourg,,,Louisbourg,1751-07-28,,,,
Le Triton,,Cdt,5039,M de la CluÌ©,French,,Toulon,,,Louisbourg,1751-09-14,,,,
L'Heureux,,Cdt.,5040,De Caumont,French,,Louisbourg,,,Rochefort,1751-06-15,,,,
L'Heureux,,Cdt.,5041,De Caumont,French,,Rochefort,,,Louisbourg,1751-09-13,,,,
La Seine,,Cdt.,5042,M. Du la Jonquiere,French,,Louisbourg,,,Rochefort,1751-09-03,,,,
La Seine,,Cdt.,5043,M. Du la Jonquiere,French,,Louisbourg,,,Rochefort,1751-11-27,,,,
La Seine,,Cdt.,5044,M de Voutron,French,,Quebec,,,Rochefort,1752-05-27,,,,
La Seine,,Cdt.,5045,M de Voutron,French,,Rochefort,,,QuÌ©bec,1752-08-21,,,,
La Seine,,Lt,5046,M de Beauchesne,French,,QuÌ©bec,,,Rochefort,1752-08-21,,,,
La Seine,,Lt,5047,M de Beauchesne,French,,Isle D'aix,,,QuÌ©bec,1752-08-21,,,,
La Seine,,Lt,5048,M de Beauchesne,French,,Isle D'aix,,,QuÌ©bec,1753-10-07,,,,
La Seine,,Cdt.,5049,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-08-28,,,,
La Seine,,Cdt.,5050,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-09-01,,,,
La Seine,,Cdt.,5051,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-10-12,,,,
La Seine,,Cdt.,5052,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-10-15,,,,
Le Chariot Royal,,Cdt.,5053,Nogeree de la Filliere,French,,QuÌ©bec,,,Rochefort,1751-06-27,,,,
La Seine,,Cdt.,5054,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-11-09,,,,
La Seine,,Cdt.,5055,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-11-10,,,,
La Seine,,Cdt.,5056,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-11-19,,,,
La Seine,,Cdt.,5057,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1768-12-09,,,,
La Seine,,Cdt.,5058,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1769-03-01,,,,
La Seine,,Cdt.,5059,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1769-03-04,,,,
La Seine,,Cdt.,5060,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1769-03-23,,,,
La Seine,,Cdt.,5061,M. Vidal D' Audiffret,French,,Brest-Martinique-Guadeloupe-Brest,,,Le Habre,1769-03-31,,,,
La Seine,,Cdt,5062,M. Saulx de Rosnevet,French,,Martinique-Guadeloupe-Dominique-Sainte Lucie et re,,,Brest,1769-10-11,,,,
La Seine,,Cdt,5063,M. Saulx de Rosnevet,French,,Martinique-Guadeloupe-Dominique-Sainte Lucie et re,,,Brest,1770-07-02,,,,
Le Chariot Royal,,Cdt.,5064,Nogeree de la Filliere,French,,Rochefort,,,QuÌ©bec,1751-10-27,,,,
Le Chariot Royal,,Cdt.,5065,Michel de Sallaberry,French,,"Iles St. Pierre, Terre Neuve, Ile Royale et retour",,,Rochefort,1752-04-13,,,,
Le Chariot Royal,,Cdt.,5066,Michel de Sallaberry,French,,"Iles St. Pierre, Terre Neuve, Ile Royale et retour",,,Rochefort,1752-06-28,,,,
Le Rhinoceros,,Cdt.,5067,M. Du Le Large,French,,Louisbourg,,,Rochefort,1753-05-01,,,,
Le Rhinoceros,,Cdt.,5068,M. Du Le Large,French,,Rochefort,,,Louisbourg,1753-07-06,,,,
Le Rhinoceros,,Cdt.,5069,M. Large,French,,Louisbourg,,Fregatte,Rochefort,1755-10-17,,,,
Le Rhinoceros,,Cdt.,5070,M. Large,French,,Rochefort,,Fregatte,Louisbourg,1755-12-20,,,,
Le Rhinoceros,,Cdt.,5071,M. Large,French,,Louisbourg,,Fregatte,Rochefort,1756-02-23,,,,
Le Rhinoceros,,Cdt.,5072,M. Large,French,,Rochefort,,Fregatte,Louisbourg,1756-04-21,,,,
Le Bizarre,,Cdt.,5073,M. Hocquart,French,,Louisbourg,,,Brest,1753-05-04,,,,
Le Bizarre,,Cdt.,5074,M.Hocquart,French,,Louisbourg,,,Brest,1753-05-04,,,,
Le Bizarre,,Cdt.,5075,M. Hocquart,French,,Brest,,,Louisbourg,1753-10-14,,,,
Le Parham,,Cdt.,5076,M. De Salambery,French,,Louisbourg et rtour a Rochefort,,,Ile d'Aix,1753-07-29,,,,
Le Parham,,Cdt.,5077,M. De Salambery,French,,Louisbourg et rtour a Rochefort,,,Ile d'Aix,1753-12-02,,,,
Le Parham,,Cdt.,5078,M. Moriset,French,,Louisbourg et retour a Rochefort,,,Rochefort,1754-05-06,,,,
Le Parham,,Cdt.,5079,M. Moriset,French,,Louisbourg et retour a Rochefort,,,Rochefort,1754-09-02,,,,
Le Aigle,,Cdt.,5080,M. De Aubigny,French,,Louisbourg et retour a l'isle D'aix,,,L'isle D'aix,1754-05-20,,,,
Le Aigle,,Cdt.,5081,M. De Aubigny,French,,Louisbourg et retour a l'isle D'aix,,,L'isle D'aix,1754-10-11,,,,
Le Valeur,,Cdt,5082,M. Macarty,French,,Louisbourg et retour a Rochefort,,Fregate,L'Ile d'Aix,1755-09-14,,,,
Le Valeur,,Cdt,5083,M. Macarty,French,,Louisbourg et retour a Rochefort,,Fregate,L'Ile d'Aix,1756-06-28,,,,
Le Salomon,,Cdt.,5086,M. Poulin de Courval,French,,Ile Miquelon et retour a Rochefort,,,Rochefort,1766-01-29,,,,
La Petite Fortune,,Cdt.,5087,M. Ravenel,French,,St Pierre,,,Rochefort,1767-04-27,,,,
Le Salomon,,Cdt.,5088,M. Poulin de Courval,French,,Ile Miquelon et retour a Rochefort,,,Rochefort,1766-06-05,,,,
La Petite Fortune,,Cdt.,5089,M. Ravenel,French,,Rochefort,,,St Pierre,1767-10-11,,,,
Le Vicomte de Choiseuil,,Cdt,5090,M. Ravenel,French,,Isles Michelon et retour a la Rochelle,,,Isle de RhÌ©,1771-04-20,,,,
Le Vicomte de Choiseuil,,Cdt,5091,M. Ravenel,French,,Isles Michelon et retour a la Rochelle,,,Isle de RhÌ©,1771-12-09,,,,
L'aimable Marie Anne,,Cdt.,5092,Voizard,French,,"Grand banc, terre Neuve et retour a Honfleur",,,Honfleur,1777-04-09,,,,
L'aimable Marie Anne,,Cdt.,5093,Voizard,French,,"Grand banc, terre Neuve et retour a Honfleur",,,Honfleur,1777-10-04,,,,
La Belette,,Cdt.,5100,DÌÁlpheran,French,,Almerie aux l'ille de Terre Neuve et retour a Bres,,Corvette,Toulon,1784-04-20,,,,
L'Etoile,,Cdt.,5131,de Rospiec Trevier,French,,Cap Francaise,,Flute,Cul de Sac,1787-11-18,,,,
L'Etoile,,Cdt.,5132,de Rospiec Trevier,French,,Rochefort,,Flute,Cap Francaise,1787-09-28,,,,
L'Etoile,,Cdt.,5134,de Rospiec Trevier,French,,Brest,,Flute,Cap,1787-07-16,,,,
L'Etoile,,Cdt.,5135,de Rospiec Trevier,French,,Cul de Sac,,Flute,Brest,1787-09-28,,,,
Le Furet,,Cdt.,5136,M. Du Beaulieu,French,,Saint Pierre-Terre Neuve,,L'aviso,Brest,1787-03-13,,,,
Le Furet,,Cdt.,5137,M. Du Beaulieu,French,,Brest,,L'aviso,Saint Pierre-Terre Neuve,1787-12-01,,,,
L'Etoile,,Cdt.,5138,de Rospiec Trevier,French,,Cap,,Flute,Brest,1787-04-04,,,,
L'Etoile,,Cdt.,5139,de Rospiec Trevier,French,,Brest,,Flute,Cap,1787-04-04,,,,
La DesirÌ©e,,Cdt.,5140,M. Naisseau de Canilliac,French,,Fort Royal,,,Rochefort,1787-04-20,,,,
La DesirÌ©e,,Cdt.,5141,M. Naisseau de Canilliac,French,,Brest,,,Fort Royal,1787-04-20,,,,
La DesirÌ©e,,Cdt.,5142,M. Naisseau de Canilliac,French,,Brest,,,Fort Royal,1787-06-17,,,,
No. 12,,Cdt.,5143,Mullon,French,,Cap Francois,,Paquebot,Martinique,1787-09-08,,,,
La DesirÌ©e,,Cdt.,5144,M. De Remond,French,,Martinique,,,Rochefort,1787-11-12,,,,
La DesirÌ©e,,Cdt.,5145,M. De Remond,French,,Rochefort,,,Martinique,1788-02-18,,,,
No. 12,,Cdt.,5146,Mullon,French,,Bordeaux,,Paquebot,Bayonne,1787-09-08,,,,
No. 12,,Cdt.,5147,Mullon,French,,Martinique,,Paquebot,Bordeaux,1787-10-07,,,,
No. 12,,Cdt.,5148,Mullon,French,,Bordeaux,,Paquebot,Cap Francois,1788-01-01,,,,
No. 12,,Cdt.,5149,Mullon,French,,Richard,,Paquebot,Pal,1788-04-02,,,,
No. 12,,Cdt.,5150,Mullon,French,,Guadeloupe,,Paquebot,Richard,1788-04-09,,,,
No. 12,,Cdt.,5151,Mullon,French,,Cap Francis,,Paquebot,Guadeloupe,1788-05-12,,,,
No. 12,,Cdt.,5152,Mullon,French,,Bordeaux,,Paquebot,Cap Francis,1788-07-01,,,,
L'hipocrite,,Cdt.,5157,de Paroy,French,,Martinique,,Corvette,Rochefort,1787-10-02,,,,
L'hipocrite,,Cdt.,5158,de Paroy,French,,Rochefort,,Corvette,Martinique,1787-11-25,,,,
No. 8,,Cdt.,5159,Felix de la Palisse,French,,St Domingue,,Paquebot,Bordeaux,1787-12-09,,,,
No. 8,,Cdt.,5160,Felix de la Palisse,French,,Bordeaux,,Paquebot,St Domingue,1788-03-01,,,,
La Loire,,Cdt.,5161,De Castellane la Valette,French,,St Domingue,,Gabarre,Brest,1788-03-17,,,,
La Loire,,Cdt.,5162,De Castellane la Valette,French,,Martinique,,Gabarre,St Domingue,1788-06-19,,,,
La Loire,,Cdt.,5163,De Castellane la Valette,French,,Brest,,Gabarre,Martinique,1788-08-11,,,,
La Lamproie,,Cdt.,5164,De FerriÌ¬res,French,,Portsmouth,,,Brest,1785-04-02,,,,
La Lamproie,,Cdt.,5165,De FerriÌ¬res,French,,Brest,,,Portsmouth,1785-06-29,,,,
La Lamproye,,Cdt.,5166,de Puget - Bras,French,,Martinique,,,Brest,1788-03-17,,,,
La Lamproye,,Cdt.,5167,de Puget - Bras,French,,Brest,,,Martinique,1788-05-12,,,,
Le Barbeau,,Cdt.,5168,de Secquille,French,,Martinique,,,Brest,1788-03-17,,,,
Le Barbeau,,Cdt.,5169,de Secquille,French,,Brest,,,Martinique,1788-05-12,,,,
L'Experiment,,Cdt.,5170,La Riviere,French,,Terre Neuve,,,Brest,1788-04-30,,,,
L'Experiment,,Cdt.,5171,La Riviere,French,,Brest,,,Terre Neuve,1788-09-22,,,,
La Graciense,,Cdt.,5172,de Vaugiraud,French,,Mediterranean,,Fregate,Rochefort,1788-05-18,,,,
La Graciense,,Cdt.,5173,M. De Vaugiraud,French,,Rochefort,,Fregate,Martinique,1790-04-06,,,,
La Capriciense,,Cdt.,5174,de BoubÌ©,French,,"Tobago, la Martinique, St. Domingue",,Fragate,Rochefort,1790-09-14,,,,
La Graciense,,Cdt.,5175,de Vaugiraud,French,,Martinique,,Fregate,Coulon,1788-10-30,,,,
La Graciense,,Cdt.,5176,de Vaugiraud,French,,Martinique,,Fregate,Coulon,1788-09-24,,,,
La Graciense,,Cdt.,5177,M. De Vaugiraud,French,,St Pierre,,Fregate,Martinique,1789-04-19,,,,
La Graciense,,Cdt.,5178,M. De Vaugiraud,French,,le Baye du Croc,,Fregate,St Pierre,1789-06-25,,,,
La Cassares,,,5179,,French,,,,Brick,,1837-05-28,,,,
La Cassares,,,5180,,French,,,,Brick,,1837-07-25,,,,
La Graciense,,Cdt.,5181,M. De Vaugiraud,French,,St Pierre,,Fregate,le Baye du Croc,1789-09-09,,,,
La Graciense,,Cdt.,5182,M. De Vaugiraud,French,,Martinique,,Fregate,St Pierre,1789-10-08,,,,
La Capriciense,,Cdt.,5183,de BoubÌ©,French,,Rochefort,,Fragate,St Domingue,1790-11-24,,,,
La Cassares,,,5184,,French,,,,Brick,,1836-04-09,,,,
La Cassares,,,5185,,French,,,,Brick,,1836-08-08,,,,
La Cassares,,,5186,,French,,,,Brick,,1837-01-01,,,,
La Cassares,,,5187,,French,,,,Brick,,1837-11-08,,,,
Inconnu-2,,,5188,,French,,Capetown,,,Marseilles,1837-01-01,,,,
Inconnu-2,,,5189,,French,,Mauritius,,,Capetown,1837-04-29,,,,
Inconnu-2,,,5190,,French,,Mahe,,,Mauritius,1837-06-18,,,,
Inconnu-2,,,5191,,French,,Trincomalee,,,Mahe,1837-07-10,,,,
Inconnu-2,,,5192,,French,,,,,,1837-07-26,,,,
Die Gebruder,,,2772,C. de Jong van Rodenburgh,Hamburg,,Kaap de Goede Hoop,,,Duins,1797-06-26,,,,
SAN CARLOS,,TENIENTE DE NAVIO,0,SALVADOR FIDALGO,Spanish,,SAN BLAS,,PAQUEBOTE,DESCONOCIDO (CREO QUE ACAPULCO),1790-02-03,,,,
LA ORBE,,COMANDANTE DE DIVISION,1,ANTONIO GOMEZ BARREDA,Spanish,,PACOCHA,,FRAGATA,ISLA DE ALBIMOR EN LAS GALAPAGOS,1800-02-27,,,,
SANTA PERPETUA,,ALFEREZ DE FRAGATA,2,GREGORIO DE JOSE Y LLAÌÔOS,Spanish,,RIO DE LA PLATA,,FRAGATA,EL FERROL,1774-02-01,,,,
SANTA PERPETUA,,CAPITAN DE FRAGATA,3,JOSE BUSTILLOS,Spanish,,DE LA SOLEDAD (MALVINAS),,FRAGATA,MONTEVIDEO,1774-10-20,,,,
SANTA PERPETUA,,CAPITAN DE FRAGATA,4,JOSE BUSTILLOS,Spanish,,RIO DE LA PLATA,,FRAGATA,DE LA SOLEDAD (MALVINAS),1774-12-18,,,,
LA LIEBRE,,COMANDANTE,5,TOMAS GERALDINO Y GERALDINO,Spanish,,EL CALLAO,,FRAGATA,CADIZ,1790-02-18,,,,
LA ATREVIDA,,COMANDANTE,6,JOSE DE BUSTAMANTE Y GUERRA,Spanish,,VALPARAISO,,FRAGATA,TALCAHUANO,1790-03-01,,,,
SANTA PERPETUA,,CAPITAN DE FRAGATA,7,JOSE BUSTILLOS,Spanish,,SANTA CATALINA,,FRAGATA,MONTEVIDEO,1776-11-05,,,,
LA ATREVIDA,,COMANDANTE,8,MARTIN DE LASTARRIA,Spanish,,EL CALLAO,,FRAGATA,MORAO DE COPIAPO,1790-05-03,,,,
LA ATREVIDA,,COMANDANTE,9,JOSE DE BUSTAMANTE Y GUERRA,Spanish,,ACAPULCO,,CORVETA,DESCONOCIDO (MARES DE NICARAGUA),1791-01-07,,,,
DESCONOCIDO-04,,,10,,Spanish,,CADIZ,,NAVIO,MONTEVIDEO,1778-04-21,,,,
SANTA EULALIA,,TENIENTE DE FRAGATA,11,FERNANDO DE VIERA,Spanish,,CADIZ,,PAQUEBOTE,CADIZ,1788-10-05,,,,
SAN PIO,,TENIENTE DE NAVIO,12,JUAN JOSE DE ELIZALDE,Spanish,,ISLA DE LOS ESTADOS,,CORVETA,BUENOS AIRES,1782-12-20,,,,
SANTISIMO SACRAMENTO,,CAPITAN,13,TORCUATO DE SILVA,Spanish,,RIO DE JANEIRO,,FRAGATA,LISBOA,1782-01-23,,,,
EL PINZON,,CAPITAN,14,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1789-10-21,,,,
EL CUERVO,,CAPITAN,15,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1797-04-16,,,,
EL CUERVO,,CAPITAN,16,,Spanish,,LA CORUÌÔA,,PAQUEBOTE,LA HABANA,1797-07-30,,,,
Na Sa DE LA PIEDAD,,CAPITAN,17,FRANCISCO ANTONIO,Spanish,,RIO DE LA PLATA,,PAQUEBOTE,RIO DE JANEIRO,1782-04-04,,,,
LA INFANTA,,CAPITAN,18,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1780-05-24,,,,
LA DIANA,,CAPITAN,19,,Spanish,,LA CORUÌÔA,,PAQUEBOTE,LA HABANA,1791-11-23,,,,
EL LANZAROTE,,CAPITAN,20,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1786-08-02,,,,
LA DIANA,,CAPITAN,21,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1792-09-06,,,,
EL QUIROS,,CAPITAN,22,,Spanish,,LA CORUÌÔA,,PAQUEBOTE,LA HABANA,1787-01-02,,,,
EL QUIROS,,CAPITAN,23,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1777-06-02,,,,
EL QUIROS,,CAPITAN,24,,Spanish,,LA CORUÌÔA,,PAQUEBOTE,LA HABANA,1778-06-15,,,,
EL QUIROS,,CAPITAN,25,,Spanish,,LA HABANA,,PAQUEBOTE,LA CORUÌÔA,1776-02-04,,,,
